RaceClass,RaceIDNumber,TrackName,TrackID,CupName,RacePosition,PlayerName,FixPlayerName,RacePoints,OldTotalScore,NewTotalScore
Divisie_1,16,Yoshi's Island,76,Fruit Cup,5,Bas,Bas,8,117,125
Divisie_1,16,Yoshi's Island,76,Fruit Cup,6,bokkie,bokkie,7,63,70
Divisie_1,16,Yoshi's Island,76,Fruit Cup,7,Menno,Menno,6,101,107
Divisie_1,16,Yoshi's Island,76,Fruit Cup,8,Brian,Brian,5,92,97
Divisie_1,16,Yoshi's Island,76,Fruit Cup,9,Blaasie,Blaasie,4,156,160
Divisie_1,16,Yoshi's Island,76,Fruit Cup,10,Gianni,Gianni,3,125,128
Divisie_1,16,Yoshi's Island,76,Fruit Cup,11,Pieter,Pieter,2,123,125
Divisie_1,16,Yoshi's Island,76,Fruit Cup,12,Erwin,Erwin,1,75,76
Divisie_1,17,GCN Sherbet Land,34,Leaf Cup,1,bokkie,bokkie,15,70,85
Divisie_1,17,GCN Sherbet Land,34,Leaf Cup,2,Erik,Erik,12,129,141
Divisie_1,17,GCN Sherbet Land,34,Leaf Cup,3,Thijmen,Thijmen,10,79,89
Divisie_1,17,GCN Sherbet Land,34,Leaf Cup,4,Menno,Menno,9,107,116
Divisie_1,17,GCN Sherbet Land,34,Leaf Cup,5,Mike,Mike,8,147,155
Divisie_1,17,GCN Sherbet Land,34,Leaf Cup,6,Bas,Bas,7,125,132
Divisie_1,17,GCN Sherbet Land,34,Leaf Cup,7,Blaasie,Blaasie,6,160,166
Divisie_1,17,GCN Sherbet Land,34,Leaf Cup,8,Erwin,Erwin,5,76,81
Divisie_1,17,GCN Sherbet Land,34,Leaf Cup,9,Gianni,Gianni,4,128,132
Divisie_1,17,GCN Sherbet Land,34,Leaf Cup,10,Brian,Brian,3,97,100
Divisie_1,17,GCN Sherbet Land,34,Leaf Cup,11,Pieter,Pieter,2,125,127
Divisie_1,17,GCN Sherbet Land,34,Leaf Cup,12,Christiaan,Christiaan,1,69,70
Divisie_1,18,DS Cheep Cheep Beach,27,Shell Cup,1,Pieter,Pieter,15,127,142
Divisie_1,18,DS Cheep Cheep Beach,27,Shell Cup,2,Bas,Bas,12,132,144
Divisie_1,18,DS Cheep Cheep Beach,27,Shell Cup,3,Gianni,Gianni,10,132,142
Divisie_1,18,DS Cheep Cheep Beach,27,Shell Cup,4,Mike,Mike,9,155,164
Divisie_1,18,DS Cheep Cheep Beach,27,Shell Cup,5,Erik,Erik,8,141,149
Divisie_1,18,DS Cheep Cheep Beach,27,Shell Cup,6,Blaasie,Blaasie,7,166,173
Divisie_1,18,DS Cheep Cheep Beach,27,Shell Cup,7,Erwin,Erwin,6,81,87
Divisie_1,18,DS Cheep Cheep Beach,27,Shell Cup,8,Menno,Menno,5,116,121
Divisie_1,18,DS Cheep Cheep Beach,27,Shell Cup,9,Thijmen,Thijmen,4,89,93
Divisie_1,18,DS Cheep Cheep Beach,27,Shell Cup,10,bokkie,bokkie,3,85,88
Divisie_1,18,DS Cheep Cheep Beach,27,Shell Cup,11,Brian,Brian,2,100,102
Divisie_1,18,DS Cheep Cheep Beach,27,Shell Cup,12,Christiaan,Christiaan,1,70,71
Divisie_1,19,Piranha Plant Cove,92,Acorn Cup,1,Blaasie,Blaasie,15,173,188
Divisie_1,19,Piranha Plant Cove,92,Acorn Cup,2,Bas,Bas,12,144,156
Divisie_1,19,Piranha Plant Cove,92,Acorn Cup,3,Menno,Menno,10,121,131
Divisie_1,19,Piranha Plant Cove,92,Acorn Cup,4,Erik,Erik,9,149,158
Divisie_1,19,Piranha Plant Cove,92,Acorn Cup,5,Brian,Brian,8,102,110
Divisie_1,19,Piranha Plant Cove,92,Acorn Cup,6,bokkie,bokkie,7,88,95
Divisie_1,19,Piranha Plant Cove,92,Acorn Cup,7,Gianni,Gianni,6,142,148
Divisie_1,19,Piranha Plant Cove,92,Acorn Cup,8,Pieter,Pieter,5,142,147
Divisie_1,19,Piranha Plant Cove,92,Acorn Cup,9,Mike,Mike,4,164,168
Divisie_1,19,Piranha Plant Cove,92,Acorn Cup,10,Erwin,Erwin,3,87,90
Divisie_1,19,Piranha Plant Cove,92,Acorn Cup,11,Thijmen,Thijmen,2,93,95
Divisie_1,19,Piranha Plant Cove,92,Acorn Cup,12,Christiaan,Christiaan,1,71,72
Divisie_1,20,N64 Toad's Turnpike,28,Shell Cup,1,Gianni,Gianni,15,148,163
Divisie_1,20,N64 Toad's Turnpike,28,Shell Cup,2,Erik,Erik,12,158,170
Divisie_1,20,N64 Toad's Turnpike,28,Shell Cup,3,Blaasie,Blaasie,10,188,198
Divisie_1,20,N64 Toad's Turnpike,28,Shell Cup,4,Mike,Mike,9,168,177
Divisie_1,20,N64 Toad's Turnpike,28,Shell Cup,5,Thijmen,Thijmen,8,95,103
Divisie_1,20,N64 Toad's Turnpike,28,Shell Cup,6,bokkie,bokkie,7,95,102
Divisie_1,20,N64 Toad's Turnpike,28,Shell Cup,7,Erwin,Erwin,6,90,96
Divisie_1,20,N64 Toad's Turnpike,28,Shell Cup,8,Menno,Menno,5,131,136
Divisie_1,20,N64 Toad's Turnpike,28,Shell Cup,9,Bas,Bas,4,156,160
Divisie_1,20,N64 Toad's Turnpike,28,Shell Cup,10,Brian,Brian,3,110,113
Divisie_1,20,N64 Toad's Turnpike,28,Shell Cup,11,Pieter,Pieter,2,147,149
Divisie_1,20,N64 Toad's Turnpike,28,Shell Cup,12,Christiaan,Christiaan,1,72,73
Divisie_1,21,SNES Rainbow Road,42,Triforce Cup,1,Brian,Brian,15,113,128
Divisie_1,21,SNES Rainbow Road,42,Triforce Cup,2,Blaasie,Blaasie,12,198,210
Divisie_1,21,SNES Rainbow Road,42,Triforce Cup,3,Thijmen,Thijmen,10,103,113
Divisie_1,21,SNES Rainbow Road,42,Triforce Cup,4,Mike,Mike,9,177,186
Divisie_1,21,SNES Rainbow Road,42,Triforce Cup,5,Gianni,Gianni,8,163,171
Divisie_1,21,SNES Rainbow Road,42,Triforce Cup,6,Pieter,Pieter,7,149,156
Divisie_1,21,SNES Rainbow Road,42,Triforce Cup,7,Erwin,Erwin,6,96,102
Divisie_1,21,SNES Rainbow Road,42,Triforce Cup,8,Erik,Erik,5,170,175
Divisie_1,21,SNES Rainbow Road,42,Triforce Cup,9,Menna,Menno,4,136,140
Divisie_1,21,SNES Rainbow Road,42,Triforce Cup,10,Christiaan,Christiaan,3,73,76
Divisie_1,21,SNES Rainbow Road,42,Triforce Cup,11,bokkie,bokkie,2,102,104
Divisie_1,21,SNES Rainbow Road,42,Triforce Cup,12,Bas,Bas,1,160,161
Divisie_1,22,Bowser's Castle,15,Special Cup,1,Blaasie,Blaasie,15,210,225
Divisie_1,22,Bowser's Castle,15,Special Cup,2,Mike,Mike,12,186,198
Divisie_1,22,Bowser's Castle,15,Special Cup,3,Gianni,Gianni,10,171,181
Divisie_1,22,Bowser's Castle,15,Special Cup,4,Erik,Erik,9,175,184
Divisie_1,22,Bowser's Castle,15,Special Cup,5,Christiaan,Christiaan,8,76,84
Divisie_1,22,Bowser's Castle,15,Special Cup,6,Bas,Bas,7,161,168
Divisie_1,22,Bowser's Castle,15,Special Cup,7,Menno,Menno,6,140,146
Divisie_1,22,Bowser's Castle,15,Special Cup,8,Thijmen,Thijmen,5,113,118
Divisie_1,22,Bowser's Castle,15,Special Cup,9,bokkie,bokkie,4,104,108
Divisie_1,22,Bowser's Castle,15,Special Cup,10,Pieter,Pieter,3,156,159
Divisie_1,22,Bowser's Castle,15,Special Cup,11,Erwin,Erwin,2,102,104
Divisie_1,22,Bowser's Castle,15,Special Cup,12,Brian,Brian,1,128,129
Divisie_1,23,GCN Daisy Cruiser,82,Feather Cup,1,Blaasie,Blaasie,15,225,240
Divisie_1,23,GCN Daisy Cruiser,82,Feather Cup,2,Bas,Bas,12,168,180
Divisie_1,23,GCN Daisy Cruiser,82,Feather Cup,3,Gianni,Gianni,10,181,191
Divisie_1,23,GCN Daisy Cruiser,82,Feather Cup,4,Pieter,Pieter,9,159,168
Divisie_1,23,GCN Daisy Cruiser,82,Feather Cup,5,Erwin,Erwin,8,104,112
Divisie_1,23,GCN Daisy Cruiser,82,Feather Cup,6,Erik,Erik,7,184,191
Divisie_1,23,GCN Daisy Cruiser,82,Feather Cup,7,Mike,Mike,6,198,204
Divisie_1,23,GCN Daisy Cruiser,82,Feather Cup,8,Christiaan,Christiaan,5,84,89
Divisie_1,23,GCN Daisy Cruiser,82,Feather Cup,9,bokkie,bokkie,4,108,112
Divisie_1,23,GCN Daisy Cruiser,82,Feather Cup,10,Thijmen,Thijmen,3,118,121
Divisie_1,23,GCN Daisy Cruiser,82,Feather Cup,11,Menno,Menno,2,146,148
Divisie_1,23,GCN Daisy Cruiser,82,Feather Cup,12,Brian,Brian,1,129,130
Divisie_1,24,Ice Ice Outpost,43,Triforce Cup,1,Biaasie,Blaasie,15,240,255
Divisie_1,24,Ice Ice Outpost,43,Triforce Cup,2,Erik,Erik,12,191,203
Divisie_1,24,Ice Ice Outpost,43,Triforce Cup,3,Erwin,Erwin,10,112,122
Divisie_1,24,Ice Ice Outpost,43,Triforce Cup,4,Brian,Brian,9,130,139
Divisie_1,24,Ice Ice Outpost,43,Triforce Cup,5,Mike,Mike,8,204,212
Divisie_1,24,Ice Ice Outpost,43,Triforce Cup,6,Pieter,Pieter,7,168,175
Divisie_1,24,Ice Ice Outpost,43,Triforce Cup,7,Christiaan,Christiaan,6,89,95
Divisie_1,24,Ice Ice Outpost,43,Triforce Cup,8,Gianni,Gianni,5,191,196
Divisie_1,24,Ice Ice Outpost,43,Triforce Cup,9,Bas,Bas,4,180,184
Divisie_1,24,Ice Ice Outpost,43,Triforce Cup,10,Thijmen,Thijmen,3,121,124
Divisie_1,24,Ice Ice Outpost,43,Triforce Cup,11,Menno,Menno,2,148,150
Divisie_1,24,Ice Ice Outpost,43,Triforce Cup,12,bokkie,bokkie,1,112,113
Divisie_1,25,GCN DK Mountain,90,Acorn Cup,1,Mike,Mike,15,212,227
Divisie_1,25,GCN DK Mountain,90,Acorn Cup,2,Erik,Erik,12,203,215
Divisie_1,25,GCN DK Mountain,90,Acorn Cup,3,Bas,Bas,10,184,194
Divisie_1,25,GCN DK Mountain,90,Acorn Cup,4,Blaasie,Blaasie,9,255,264
Divisie_1,25,GCN DK Mountain,90,Acorn Cup,5,Erwin,Erwin,8,122,130
Divisie_1,25,GCN DK Mountain,90,Acorn Cup,6,Thijmen,Thijmen,7,124,131
Divisie_1,25,GCN DK Mountain,90,Acorn Cup,7,Menna,Menno,6,150,156
Divisie_1,25,GCN DK Mountain,90,Acorn Cup,8,Gianni,Gianni,5,196,201
Divisie_1,25,GCN DK Mountain,90,Acorn Cup,9,Christiaan,Christiaan,4,95,99
Divisie_1,25,GCN DK Mountain,90,Acorn Cup,10,Pieter,Pieter,3,175,178
Divisie_1,25,GCN DK Mountain,90,Acorn Cup,11,Brian,Brian,2,139,141
Divisie_1,25,GCN DK Mountain,90,Acorn Cup,12,bokkis,bokkie,1,113,114
Divisie_1,26,Mario Circuit,5,Flower Cup,1,Brian,Brian,15,141,156
Divisie_1,26,Mario Circuit,5,Flower Cup,2,Erik,Erik,12,215,227
Divisie_1,26,Mario Circuit,5,Flower Cup,3,Blaasie,Blaasie,10,264,274
Divisie_1,26,Mario Circuit,5,Flower Cup,4,Christiaan,Christiaan,9,99,108
Divisie_1,26,Mario Circuit,5,Flower Cup,5,Mike,Mike,8,227,235
Divisie_1,26,Mario Circuit,5,Flower Cup,6,Pieter,Pieter,7,178,185
Divisie_1,26,Mario Circuit,5,Flower Cup,7,Bas,Bas,6,194,200
Divisie_1,26,Mario Circuit,5,Flower Cup,8,bokkie,bokkie,5,114,119
Divisie_1,26,Mario Circuit,5,Flower Cup,9,Erwin,Erwin,4,130,134
Divisie_1,26,Mario Circuit,5,Flower Cup,10,Menno,Menno,3,156,159
Divisie_1,26,Mario Circuit,5,Flower Cup,11,Gianni,Gianni,2,201,203
Divisie_1,26,Mario Circuit,5,Flower Cup,12,Thijmen,Thijmen,1,131,132
Divisie_1,27,SNES Rainbow Road,42,Triforce Cup,1,Thijmen,Thijmen,15,132,147
Divisie_1,27,SNES Rainbow Road,42,Triforce Cup,2,Menno,Menno,12,159,171
Divisie_1,27,SNES Rainbow Road,42,Triforce Cup,3,Gianni,Gianni,10,203,213
Divisie_1,27,SNES Rainbow Road,42,Triforce Cup,4,Mike,Mike,9,235,244
Divisie_1,27,SNES Rainbow Road,42,Triforce Cup,5,Erik,Erik,8,227,235
Divisie_1,27,SNES Rainbow Road,42,Triforce Cup,6,Bas,Bas,7,200,207
Divisie_1,27,SNES Rainbow Road,42,Triforce Cup,7,Erwin,Erwin,6,134,140
Divisie_1,27,SNES Rainbow Road,42,Triforce Cup,8,Blaasie,Blaasie,5,274,279
Divisie_1,27,SNES Rainbow Road,42,Triforce Cup,9,Pieter,Pieter,4,185,189
Divisie_1,27,SNES Rainbow Road,42,Triforce Cup,10,Brian,Brian,3,156,159
Divisie_1,27,SNES Rainbow Road,42,Triforce Cup,11,Christiaan,Christiaan,2,108,110
Divisie_1,27,SNES Rainbow Road,42,Triforce Cup,12,bokkia,bokkie,1,119,120
Divisie_1,28,Mario Kart Stadium,1,Mushroom Cup,1,Gianni,Gianni,15,213,228
Divisie_1,28,Mario Kart Stadium,1,Mushroom Cup,2,Mike,Mike,12,244,256
Divisie_1,28,Mario Kart Stadium,1,Mushroom Cup,3,Christiaan,Christiaan,10,110,120
Divisie_1,28,Mario Kart Stadium,1,Mushroom Cup,4,Erik,Erik,9,235,244
Divisie_1,28,Mario Kart Stadium,1,Mushroom Cup,5,bokkie,bokkie,8,120,128
Divisie_1,28,Mario Kart Stadium,1,Mushroom Cup,6,Menno,Menno,7,171,178
Divisie_1,28,Mario Kart Stadium,1,Mushroom Cup,7,Pieter,Pieter,6,189,195
Divisie_1,28,Mario Kart Stadium,1,Mushroom Cup,8,Brian,Brian,5,159,164
Divisie_1,28,Mario Kart Stadium,1,Mushroom Cup,9,Bas,Bas,4,207,211
Divisie_1,28,Mario Kart Stadium,1,Mushroom Cup,10,Blaasie,Blaasie,3,279,282
Divisie_1,28,Mario Kart Stadium,1,Mushroom Cup,11,Thijmen,Thijmen,2,147,149
Divisie_1,28,Mario Kart Stadium,1,Mushroom Cup,12,Erwin,Erwin,1,140,141
Divisie_1,29,Shy Guy Falls,8,Flower Cup,1,Mike,Mike,15,256,271
Divisie_1,29,Shy Guy Falls,8,Flower Cup,2,Erik,Erik,12,244,256
Divisie_1,29,Shy Guy Falls,8,Flower Cup,3,Gianni,Gianni,10,228,238
Divisie_1,29,Shy Guy Falls,8,Flower Cup,4,Blaasie,Blaasie,9,282,291
Divisie_1,29,Shy Guy Falls,8,Flower Cup,5,Bas,Bas,8,211,219
Divisie_1,29,Shy Guy Falls,8,Flower Cup,6,Erwin,Erwin,7,141,148
Divisie_1,29,Shy Guy Falls,8,Flower Cup,7,Menno,Menno,6,178,184
Divisie_1,29,Shy Guy Falls,8,Flower Cup,8,Christiaan,Christiaan,5,120,125
Divisie_1,29,Shy Guy Falls,8,Flower Cup,9,Brian,Brian,4,164,168
Divisie_1,29,Shy Guy Falls,8,Flower Cup,10,bokkie,bokkie,3,128,131
Divisie_1,29,Shy Guy Falls,8,Flower Cup,11,Thijmen,Thijmen,2,149,151
Divisie_1,29,Shy Guy Falls,8,Flower Cup,12,Pieter,Pieter,1,195,196
Divisie_1,30,Tour Athens Dash,81,Feather Cup,1,Erik,Erik,15,256,271
Divisie_1,30,Tour Athens Dash,81,Feather Cup,2,Blaasie,Blaasie,12,291,303
Divisie_1,30,Tour Athens Dash,81,Feather Cup,3,Gianni,Gianni,10,238,248
Divisie_1,30,Tour Athens Dash,81,Feather Cup,4,Mike,Mike,9,271,280
Divisie_1,30,Tour Athens Dash,81,Feather Cup,5,Christiaan,Christiaan,8,125,133
Divisie_1,30,Tour Athens Dash,81,Feather Cup,6,Brian,Brian,7,168,175
Divisie_1,30,Tour Athens Dash,81,Feather Cup,7,Erwin,Erwin,6,148,154
Divisie_1,30,Tour Athens Dash,81,Feather Cup,8,Thijmen,Thijmen,5,151,156
Divisie_1,30,Tour Athens Dash,81,Feather Cup,9,Menno,Menno,4,184,188
Divisie_1,30,Tour Athens Dash,81,Feather Cup,10,bokkie,bokkie,3,131,134
Divisie_1,30,Tour Athens Dash,81,Feather Cup,11,Pieter,Pieter,2,196,198
Divisie_1,30,Tour Athens Dash,81,Feather Cup,12,Bas,Bas,1,219,220
Divisie_1,31,GCN Waluigi Stadium,79,Boomerang Cup,1,Blaasie,Blaasie,15,303,318
Divisie_1,31,GCN Waluigi Stadium,79,Boomerang Cup,2,Bas,Bas,12,220,232
Divisie_1,31,GCN Waluigi Stadium,79,Boomerang Cup,3,Pieter,Pieter,10,198,208
Divisie_1,31,GCN Waluigi Stadium,79,Boomerang Cup,4,bokkie,bokkie,9,134,143
Divisie_1,31,GCN Waluigi Stadium,79,Boomerang Cup,5,Gianni,Gianni,8,248,256
Divisie_1,31,GCN Waluigi Stadium,79,Boomerang Cup,6,Erwin,Erwin,7,154,161
Divisie_1,31,GCN Waluigi Stadium,79,Boomerang Cup,7,Mike,Mike,6,280,286
Divisie_1,31,GCN Waluigi Stadium,79,Boomerang Cup,8,Brian,Brian,5,175,180
Divisie_1,31,GCN Waluigi Stadium,79,Boomerang Cup,9,Christiaan,Christiaan,4,133,137
Divisie_1,31,GCN Waluigi Stadium,79,Boomerang Cup,10,Erik,Erik,3,271,274
Divisie_1,31,GCN Waluigi Stadium,79,Boomerang Cup,11,Menno,Menno,2,188,190
Divisie_1,31,GCN Waluigi Stadium,79,Boomerang Cup,12,Thijmen,Thijmen,1,156,157
Divisie_1,32,Excitebike Arena,18,Egg Cup,1,Mike,Mike,15,286,301
Divisie_1,32,Excitebike Arena,18,Egg Cup,2,Menno,Menno,12,190,202
Divisie_1,32,Excitebike Arena,18,Egg Cup,3,Erik,Erik,10,274,284
Divisie_1,32,Excitebike Arena,18,Egg Cup,4,Biaasie,Blaasie,9,318,327
Divisie_1,32,Excitebike Arena,18,Egg Cup,5,Gianni,Gianni,8,256,264
Divisie_1,32,Excitebike Arena,18,Egg Cup,6,Brian,Brian,7,180,187
Divisie_1,32,Excitebike Arena,18,Egg Cup,7,Pieter,Pieter,6,208,214
Divisie_1,32,Excitebike Arena,18,Egg Cup,8,Bas,Bas,5,232,237
Divisie_1,32,Excitebike Arena,18,Egg Cup,9,Erwin,Erwin,4,161,165
Divisie_1,32,Excitebike Arena,18,Egg Cup,10,Thijmen,Thijmen,3,157,160
Divisie_1,32,Excitebike Arena,18,Egg Cup,11,Christiaan,Christiaan,2,137,139
Divisie_1,32,Excitebike Arena,18,Egg Cup,12,bokkie,bokkie,1,143,144
